Unit,Mines,Output,Target,Achieved,Effective_Date
MCP,Mines O/C,MIC Production,1267.258064516129,1103.0,2024-01-31
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.89,2024-02-01
MCP,Mines O/C,Ore Production,39.6,30.12,2024-02-01
MCP,Mines O/C,MIC Production,1267.258064516129,908.0,2024-02-01
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.86,2024-02-02
MCP,Mines O/C,Ore Production,39.6,30.22,2024-02-02
MCP,Mines O/C,MIC Production,1267.258064516129,1112.0,2024-02-02
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.85,2024-02-03
MCP,Mines O/C,Ore Production,39.6,29.95,2024-02-03
MCP,Mines O/C,MIC Production,1267.258064516129,1120.0,2024-02-03
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.87,2024-02-04
MCP,Mines O/C,Ore Production,39.6,29.9,2024-02-04
MCP,Mines O/C,MIC Production,1267.258064516129,1103.0,2024-02-04
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.89,2024-02-05
MCP,Mines O/C,Ore Production,39.6,30.12,2024-02-05
MCP,Mines O/C,MIC Production,1267.258064516129,908.0,2024-02-05
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.86,2024-02-06
MCP,Mines O/C,Ore Production,39.6,30.22,2024-02-06
MCP,Mines O/C,MIC Production,1267.258064516129,1112.0,2024-02-06
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.85,2024-02-07
MCP,Mines O/C,Ore Production,39.6,29.95,2024-02-07
MCP,Mines O/C,MIC Production,1267.258064516129,1120.0,2024-02-07
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.79,2024-02-08
MCP,Mines O/C,Ore Production,39.6,29.0,2024-02-08
MCP,Mines O/C,MIC Production,1267.258064516129,983.0,2024-02-08
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.82,2024-02-09
MCP,Mines O/C,Ore Production,39.6,29.8,2024-02-09
MCP,Mines O/C,MIC Production,1267.258064516129,1020.0,2024-02-09
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.88,2024-02-10
MCP,Mines O/C,Ore Production,39.6,30.12,2024-02-10
MCP,Mines O/C,MIC Production,1267.258064516129,1008.0,2024-02-10
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.87,2024-02-11
MCP,Mines O/C,Ore Production,39.6,29.9,2024-02-11
MCP,Mines O/C,MIC Production,1267.258064516129,1103.0,2024-02-11
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.89,2024-02-12
MCP,Mines O/C,Ore Production,39.6,30.12,2024-02-12
MCP,Mines O/C,MIC Production,1267.258064516129,908.0,2024-02-12
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.86,2024-02-13
MCP,Mines O/C,Ore Production,39.6,30.22,2024-02-13
MCP,Mines O/C,MIC Production,1267.258064516129,1112.0,2024-02-13
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.85,2024-02-14
MCP,Mines O/C,Ore Production,39.6,29.95,2024-02-14
MCP,Mines O/C,MIC Production,1267.258064516129,1120.0,2024-02-14
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.87,2024-02-15
MCP,Mines O/C,Ore Production,39.6,29.9,2024-02-15
MCP,Mines O/C,MIC Production,1267.258064516129,1103.0,2024-02-15
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.89,2024-02-16
MCP,Mines O/C,Ore Production,39.6,30.12,2024-02-16
MCP,Mines O/C,MIC Production,1267.258064516129,908.0,2024-02-16
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.86,2024-02-17
MCP,Mines O/C,Ore Production,39.6,30.22,2024-02-17
MCP,Mines O/C,MIC Production,1267.258064516129,1112.0,2024-02-17
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.85,2024-02-18
MCP,Mines O/C,Ore Production,39.6,29.95,2024-02-18
MCP,Mines O/C,MIC Production,1267.258064516129,1120.0,2024-02-18
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.85,2024-02-19
MCP,Mines O/C,Ore Production,39.6,28.5,2024-02-19
MCP,Mines O/C,MIC Production,1267.258064516129,856.0,2024-02-19
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.865,2024-02-20
MCP,Mines O/C,Ore Production,39.6,32.25806451612903,2024-02-20
MCP,Mines O/C,MIC Production,1267.258064516129,933.0,2024-02-20
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.79,2024-02-21
MCP,Mines O/C,Ore Production,39.6,29.0,2024-02-21
MCP,Mines O/C,MIC Production,1267.258064516129,983.0,2024-02-21
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.82,2024-02-22
MCP,Mines O/C,Ore Production,39.6,29.8,2024-02-22
MCP,Mines O/C,MIC Production,1267.258064516129,1020.0,2024-02-22
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.88,2024-02-23
MCP,Mines O/C,Ore Production,39.6,30.12,2024-02-23
MCP,Mines O/C,MIC Production,1267.258064516129,1008.0,2024-02-23
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.87,2024-02-24
MCP,Mines O/C,Ore Production,39.6,29.9,2024-02-24
MCP,Mines O/C,MIC Production,1267.258064516129,1103.0,2024-02-24
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.89,2024-02-25
MCP,Mines O/C,Ore Production,39.6,30.12,2024-02-25
MCP,Mines O/C,MIC Production,1267.258064516129,908.0,2024-02-25
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.86,2024-02-26
MCP,Mines O/C,Ore Production,39.6,30.22,2024-02-26
MCP,Mines O/C,MIC Production,1267.258064516129,1112.0,2024-02-26
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.85,2024-02-27
MCP,Mines O/C,Ore Production,39.6,29.95,2024-02-27
MCP,Mines O/C,MIC Production,1267.258064516129,1120.0,2024-02-27
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.85,2024-02-28
MCP,Mines O/C,Ore Production,39.6,28.5,2024-02-28
MCP,Mines O/C,MIC Production,1267.258064516129,856.0,2024-02-28
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.865,2024-02-29
MCP,Mines O/C,Ore Production,39.6,32.25806451612903,2024-02-29
MCP,Mines O/C,MIC Production,1267.258064516129,933.0,2024-02-29
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.79,2024-03-01
MCP,Mines O/C,Ore Production,39.6,29.0,2024-03-01
MCP,Mines O/C,MIC Production,1267.258064516129,983.0,2024-03-01
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.82,2024-03-02
MCP,Mines O/C,Ore Production,39.6,29.8,2024-03-02
MCP,Mines O/C,MIC Production,1267.258064516129,1020.0,2024-03-02
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.88,2024-03-03
MCP,Mines O/C,Ore Production,39.6,30.12,2024-03-03
MCP,Mines O/C,MIC Production,1267.258064516129,1008.0,2024-03-03
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.87,2024-03-04
MCP,Mines O/C,Ore Production,39.6,29.9,2024-03-04
MCP,Mines O/C,MIC Production,1267.258064516129,1103.0,2024-03-04
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.89,2024-03-05
MCP,Mines O/C,Ore Production,39.6,30.12,2024-03-05
MCP,Mines O/C,MIC Production,1267.258064516129,908.0,2024-03-05
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.86,2024-03-06
MCP,Mines O/C,Ore Production,39.6,30.22,2024-03-06
MCP,Mines O/C,MIC Production,1267.258064516129,1112.0,2024-03-06
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.85,2024-03-07
MCP,Mines O/C,Ore Production,39.6,29.95,2024-03-07
MCP,Mines O/C,MIC Production,1267.258064516129,1120.0,2024-03-07
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.85,2024-03-08
MCP,Mines O/C,Ore Production,39.6,28.5,2024-03-08
MCP,Mines O/C,MIC Production,1267.258064516129,856.0,2024-03-08
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.865,2024-03-09
MCP,Mines O/C,Ore Production,39.6,32.25806451612903,2024-03-09
MCP,Mines O/C,MIC Production,1267.258064516129,933.0,2024-03-09
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.79,2024-03-10
MCP,Mines O/C,Ore Production,39.6,29.0,2024-03-10
MCP,Mines O/C,MIC Production,1267.258064516129,983.0,2024-03-10
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.82,2024-03-11
MCP,Mines O/C,Ore Production,39.6,29.8,2024-03-11
MCP,Mines O/C,MIC Production,1267.258064516129,1020.0,2024-03-11
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.88,2024-03-12
MCP,Mines O/C,Ore Production,39.6,30.12,2024-03-12
MCP,Mines O/C,MIC Production,1267.258064516129,1008.0,2024-03-12
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.87,2024-03-13
MCP,Mines O/C,Ore Production,39.6,29.9,2024-03-13
MCP,Mines O/C,MIC Production,1267.258064516129,1103.0,2024-03-13
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.89,2024-03-14
MCP,Mines O/C,Ore Production,39.6,30.12,2024-03-14
MCP,Mines O/C,MIC Production,1267.258064516129,908.0,2024-03-14
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.86,2024-03-15
MCP,Mines O/C,Ore Production,39.6,30.22,2024-03-15
MCP,Mines O/C,MIC Production,1267.258064516129,1112.0,2024-03-15
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.85,2024-03-16
MCP,Mines O/C,Ore Production,39.6,29.95,2024-03-16
MCP,Mines O/C,MIC Production,1267.258064516129,1120.0,2024-03-16
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.85,2024-03-17
MCP,Mines O/C,Ore Production,39.6,28.5,2024-03-17
MCP,Mines O/C,MIC Production,1267.258064516129,856.0,2024-03-17
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.865,2024-03-18
MCP,Mines O/C,Ore Production,39.6,32.25806451612903,2024-03-18
MCP,Mines O/C,MIC Production,1267.258064516129,933.0,2024-03-18
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.79,2024-03-19
MCP,Mines O/C,Ore Production,39.6,29.0,2024-03-19
MCP,Mines O/C,MIC Production,1267.258064516129,983.0,2024-03-19
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.82,2024-03-20
MCP,Mines O/C,Ore Production,39.6,29.8,2024-03-20
MCP,Mines O/C,MIC Production,1267.258064516129,1020.0,2024-03-20
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.88,2024-03-21
MCP,Mines O/C,Ore Production,39.6,30.12,2024-03-21
MCP,Mines O/C,MIC Production,1267.258064516129,1008.0,2024-03-21
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.87,2024-03-22
MCP,Mines O/C,Ore Production,39.6,29.9,2024-03-22
MCP,Mines O/C,MIC Production,1267.258064516129,1103.0,2024-03-22
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.89,2024-03-23
MCP,Mines O/C,Ore Production,39.6,30.12,2024-03-23
MCP,Mines O/C,MIC Production,1267.258064516129,908.0,2024-03-23
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.86,2024-03-24
MCP,Mines O/C,Ore Production,39.6,30.22,2024-03-24
MCP,Mines O/C,MIC Production,1267.258064516129,1112.0,2024-03-24
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.85,2024-03-25
MCP,Mines O/C,Ore Production,39.6,29.95,2024-03-25
MCP,Mines O/C,MIC Production,1267.258064516129,1120.0,2024-03-25
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.85,2024-03-26
MCP,Mines O/C,Ore Production,39.6,28.5,2024-03-26
MCP,Mines O/C,MIC Production,1267.258064516129,856.0,2024-03-26
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.865,2024-03-27
MCP,Mines O/C,Ore Production,39.6,32.25806451612903,2024-03-27
MCP,Mines O/C,MIC Production,1267.258064516129,933.0,2024-03-27
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.79,2024-03-28
MCP,Mines O/C,Ore Production,39.6,29.0,2024-03-28
MCP,Mines O/C,MIC Production,1267.258064516129,983.0,2024-03-28
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.82,2024-03-29
MCP,Mines O/C,Ore Production,39.6,29.8,2024-03-29
MCP,Mines O/C,MIC Production,1267.258064516129,1020.0,2024-03-29
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.88,2024-03-30
MCP,Mines O/C,Ore Production,39.6,30.12,2024-03-30
MCP,Mines O/C,MIC Production,1267.258064516129,1008.0,2024-03-30
MCP,Mines O/C,Ore Grade (%Cu),0.9,0.87,2024-03-31
MCP,Mines O/C,Ore Production,39.6,29.9,2024-03-31
MCP,Mines O/C,MIC Production,1267.258064516129,1103.0,2024-03-31
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.85,2021-04-01
MCP,Mines U/C,Ore Production,32.25806451612903,28.5,2021-04-01
MCP,Mines U/C,MIC Production,1267.258064516129,856.0,2021-04-01
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.865,2021-04-02
MCP,Mines U/C,Ore Production,32.25806451612903,32.25806451612903,2021-04-02
MCP,Mines U/C,MIC Production,1267.258064516129,933.0,2021-04-02
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.79,2021-04-03
MCP,Mines U/C,Ore Production,32.25806451612903,29.0,2021-04-03
MCP,Mines U/C,MIC Production,1267.258064516129,983.0,2021-04-03
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.82,2021-04-04
MCP,Mines U/C,Ore Production,32.25806451612903,29.8,2021-04-04
MCP,Mines U/C,MIC Production,1267.258064516129,1020.0,2021-04-04
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.88,2021-04-05
MCP,Mines U/C,Ore Production,32.25806451612903,30.12,2021-04-05
MCP,Mines U/C,MIC Production,1267.258064516129,1008.0,2021-04-05
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.87,2021-04-06
MCP,Mines U/C,Ore Production,32.25806451612903,29.9,2021-04-06
MCP,Mines U/C,MIC Production,1267.258064516129,1103.0,2021-04-06
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.89,2021-04-07
MCP,Mines U/C,Ore Production,32.25806451612903,30.12,2021-04-07
MCP,Mines U/C,MIC Production,1267.258064516129,908.0,2021-04-07
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.86,2021-04-08
MCP,Mines U/C,Ore Production,32.25806451612903,30.22,2021-04-08
MCP,Mines U/C,MIC Production,1267.258064516129,1112.0,2021-04-08
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.85,2021-04-10
MCP,Mines U/C,Ore Production,32.25806451612903,29.95,2021-04-10
MCP,Mines U/C,MIC Production,1267.258064516129,1120.0,2021-04-10
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.85,2021-04-10
MCP,Mines U/C,Ore Production,32.25806451612903,28.5,2021-04-10
MCP,Mines U/C,MIC Production,1267.258064516129,856.0,2021-04-10
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.865,2021-04-11
MCP,Mines U/C,Ore Production,32.25806451612903,32.25806451612903,2021-04-11
MCP,Mines U/C,MIC Production,1267.258064516129,933.0,2021-04-11
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.79,2021-04-12
MCP,Mines U/C,Ore Production,32.25806451612903,29.0,2021-04-12
MCP,Mines U/C,MIC Production,1267.258064516129,983.0,2021-04-12
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.82,2021-04-13
MCP,Mines U/C,Ore Production,32.25806451612903,29.8,2021-04-13
MCP,Mines U/C,MIC Production,1267.258064516129,1020.0,2021-04-13
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.88,2021-04-14
MCP,Mines U/C,Ore Production,32.25806451612903,30.12,2021-04-14
MCP,Mines U/C,MIC Production,1267.258064516129,1008.0,2021-04-14
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.87,2021-04-15
MCP,Mines U/C,Ore Production,32.25806451612903,29.9,2021-04-15
MCP,Mines U/C,MIC Production,1267.258064516129,1103.0,2021-04-15
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.89,2021-04-16
MCP,Mines U/C,Ore Production,32.25806451612903,30.12,2021-04-16
MCP,Mines U/C,MIC Production,1267.258064516129,908.0,2021-04-16
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.86,2021-04-17
MCP,Mines U/C,Ore Production,32.25806451612903,30.22,2021-04-17
MCP,Mines U/C,MIC Production,1267.258064516129,1112.0,2021-04-17
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.85,2021-04-18
MCP,Mines U/C,Ore Production,32.25806451612903,29.95,2021-04-18
MCP,Mines U/C,MIC Production,1267.258064516129,1120.0,2021-04-18
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.85,2021-04-19
MCP,Mines U/C,Ore Production,32.25806451612903,28.5,2021-04-19
MCP,Mines U/C,MIC Production,1267.258064516129,856.0,2021-04-19
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.865,2021-04-20
MCP,Mines U/C,Ore Production,32.25806451612903,32.25806451612903,2021-04-20
MCP,Mines U/C,MIC Production,1267.258064516129,933.0,2021-04-20
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.79,2021-04-21
MCP,Mines U/C,Ore Production,32.25806451612903,29.0,2021-04-21
MCP,Mines U/C,MIC Production,1267.258064516129,983.0,2021-04-21
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.82,2021-04-22
MCP,Mines U/C,Ore Production,32.25806451612903,29.8,2021-04-22
MCP,Mines U/C,MIC Production,1267.258064516129,1020.0,2021-04-22
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.88,2021-04-23
MCP,Mines U/C,Ore Production,32.25806451612903,30.12,2021-04-23
MCP,Mines U/C,MIC Production,1267.258064516129,1008.0,2021-04-23
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.87,2021-04-24
MCP,Mines U/C,Ore Production,32.25806451612903,29.9,2021-04-24
MCP,Mines U/C,MIC Production,1267.258064516129,1103.0,2021-04-24
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.89,2021-04-25
MCP,Mines U/C,Ore Production,32.25806451612903,30.12,2021-04-25
MCP,Mines U/C,MIC Production,1267.258064516129,908.0,2021-04-25
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.86,2021-04-26
MCP,Mines U/C,Ore Production,32.25806451612903,30.22,2021-04-26
MCP,Mines U/C,MIC Production,1267.258064516129,1112.0,2021-04-26
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.85,2021-04-27
MCP,Mines U/C,Ore Production,32.25806451612903,29.95,2021-04-27
MCP,Mines U/C,MIC Production,1267.258064516129,1120.0,2021-04-27
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.85,2021-04-28
MCP,Mines U/C,Ore Production,32.25806451612903,28.5,2021-04-28
MCP,Mines U/C,MIC Production,1267.258064516129,856.0,2021-04-28
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.865,2021-04-29
MCP,Mines U/C,Ore Production,32.25806451612903,32.25806451612903,2021-04-29
MCP,Mines U/C,MIC Production,1267.258064516129,933.0,2021-04-29
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.79,2021-04-30
MCP,Mines U/C,Ore Production,32.25806451612903,29.0,2021-04-30
MCP,Mines U/C,MIC Production,1267.258064516129,983.0,2021-04-30
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.82,2021-05-01
MCP,Mines U/C,Ore Production,39.6,29.8,2021-05-01
MCP,Mines U/C,MIC Production,1267.258064516129,1020.0,2021-05-01
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.88,2021-05-02
MCP,Mines U/C,Ore Production,39.6,30.12,2021-05-02
MCP,Mines U/C,MIC Production,1267.258064516129,1008.0,2021-05-02
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.87,2021-05-03
MCP,Mines U/C,Ore Production,39.6,29.9,2021-05-03
MCP,Mines U/C,MIC Production,1267.258064516129,1103.0,2021-05-03
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.89,2021-05-04
MCP,Mines U/C,Ore Production,39.6,30.12,2021-05-04
MCP,Mines U/C,MIC Production,1267.258064516129,908.0,2021-05-04
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.86,2021-05-05
MCP,Mines U/C,Ore Production,39.6,30.22,2021-05-05
MCP,Mines U/C,MIC Production,1267.258064516129,1112.0,2021-05-05
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.85,2021-05-06
MCP,Mines U/C,Ore Production,39.6,29.95,2021-05-06
MCP,Mines U/C,MIC Production,1267.258064516129,1120.0,2021-05-06
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.85,2021-05-07
MCP,Mines U/C,Ore Production,39.6,28.5,2021-05-07
MCP,Mines U/C,MIC Production,1267.258064516129,856.0,2021-05-07
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.865,2021-05-08
MCP,Mines U/C,Ore Production,39.6,32.25806451612903,2021-05-08
MCP,Mines U/C,MIC Production,1267.258064516129,933.0,2021-05-08
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.79,2021-05-10
MCP,Mines U/C,Ore Production,39.6,29.0,2021-05-10
MCP,Mines U/C,MIC Production,1267.258064516129,983.0,2021-05-10
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.82,2021-05-10
MCP,Mines U/C,Ore Production,39.6,29.8,2021-05-10
MCP,Mines U/C,MIC Production,1267.258064516129,1020.0,2021-05-10
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.88,2021-05-11
MCP,Mines U/C,Ore Production,39.6,30.12,2021-05-11
MCP,Mines U/C,MIC Production,1267.258064516129,1008.0,2021-05-11
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.87,2021-05-12
MCP,Mines U/C,Ore Production,39.6,29.9,2021-05-12
MCP,Mines U/C,MIC Production,1267.258064516129,1103.0,2021-05-12
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.89,2021-05-13
MCP,Mines U/C,Ore Production,39.6,30.12,2021-05-13
MCP,Mines U/C,MIC Production,1267.258064516129,908.0,2021-05-13
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.86,2021-05-14
MCP,Mines U/C,Ore Production,39.6,30.22,2021-05-14
MCP,Mines U/C,MIC Production,1267.258064516129,1112.0,2021-05-14
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.85,2021-05-15
MCP,Mines U/C,Ore Production,39.6,29.95,2021-05-15
MCP,Mines U/C,MIC Production,1267.258064516129,1120.0,2021-05-15
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.85,2021-05-16
MCP,Mines U/C,Ore Production,39.6,28.5,2021-05-16
MCP,Mines U/C,MIC Production,1267.258064516129,856.0,2021-05-16
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.865,2021-05-17
MCP,Mines U/C,Ore Production,39.6,32.25806451612903,2021-05-17
MCP,Mines U/C,MIC Production,1267.258064516129,933.0,2021-05-17
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.79,2021-05-18
MCP,Mines U/C,Ore Production,39.6,29.0,2021-05-18
MCP,Mines U/C,MIC Production,1267.258064516129,983.0,2021-05-18
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.82,2021-05-19
MCP,Mines U/C,Ore Production,39.6,29.8,2021-05-19
MCP,Mines U/C,MIC Production,1267.258064516129,1020.0,2021-05-19
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.88,2021-05-20
MCP,Mines U/C,Ore Production,39.6,30.12,2021-05-20
MCP,Mines U/C,MIC Production,1267.258064516129,1008.0,2021-05-20
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.87,2021-05-21
MCP,Mines U/C,Ore Production,39.6,29.9,2021-05-21
MCP,Mines U/C,MIC Production,1267.258064516129,1103.0,2021-05-21
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.89,2021-05-22
MCP,Mines U/C,Ore Production,39.6,30.12,2021-05-22
MCP,Mines U/C,MIC Production,1267.258064516129,908.0,2021-05-22
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.86,2021-05-23
MCP,Mines U/C,Ore Production,39.6,30.22,2021-05-23
MCP,Mines U/C,MIC Production,1267.258064516129,1112.0,2021-05-23
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.85,2021-05-24
MCP,Mines U/C,Ore Production,39.6,29.95,2021-05-24
MCP,Mines U/C,MIC Production,1267.258064516129,1120.0,2021-05-24
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.85,2021-05-25
MCP,Mines U/C,Ore Production,39.6,28.5,2021-05-25
MCP,Mines U/C,MIC Production,1267.258064516129,856.0,2021-05-25
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.865,2021-05-26
MCP,Mines U/C,Ore Production,39.6,32.25806451612903,2021-05-26
MCP,Mines U/C,MIC Production,1267.258064516129,933.0,2021-05-26
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.79,2021-05-27
MCP,Mines U/C,Ore Production,39.6,29.0,2021-05-27
MCP,Mines U/C,MIC Production,1267.258064516129,983.0,2021-05-27
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.82,2021-05-28
MCP,Mines U/C,Ore Production,39.6,29.8,2021-05-28
MCP,Mines U/C,MIC Production,1267.258064516129,1020.0,2021-05-28
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.88,2021-05-29
MCP,Mines U/C,Ore Production,39.6,30.12,2021-05-29
MCP,Mines U/C,MIC Production,1267.258064516129,1008.0,2021-05-29
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.87,2021-05-30
MCP,Mines U/C,Ore Production,39.6,29.9,2021-05-30
MCP,Mines U/C,MIC Production,1267.258064516129,1103.0,2021-05-30
MCP,Mines U/C,Ore Grade (%Cu),0.9,0.89,2021-05-31
MCP,Mines U/C,Ore Production,39.6,30.12,2021-05-31
MCP,Mines U/C,MIC Production,1267.258064516129,908.0,2021-05-31
MCP,Mines U/C,Ore Grade (%Cu),0.95,0.86,2021-06-01
MCP,Mines U/C,Ore Production,38.6,30.22,2021-06-01
MCP,Mines U/C,MIC Production,1280.0,1112.0,2021-06-01
MCP,Mines U/C,Ore Grade (%Cu),0.95,0.85,2021-06-02
MCP,Mines U/C,Ore Production,38.6,29.95,2021-06-02
MCP,Mines U/C,MIC Production,1280.0,1120.0,2021-06-02
MCP,Mines U/C,Ore Grade (%Cu),0.95,0.85,2021-06-03
MCP,Mines U/C,Ore Production,38.6,28.5,2021-06-03
MCP,Mines U/C,MIC Production,1280.0,856.0,2021-06-03
MCP,Mines U/C,Ore Grade (%Cu),0.95,0.865,2021-06-04
MCP,Mines U/C,Ore Production,38.6,32.25806451612903,2021-06-04
MCP,Mines U/C,MIC Production,1280.0,933.0,2021-06-04
MCP,Mines U/C,Ore Grade (%Cu),0.95,0.79,2021-06-05
MCP,Mines U/C,Ore Production,38.6,29.0,2021-06-05
MCP,Mines U/C,MIC Production,1280.0,983.0,2021-06-05
MCP,Mines U/C,Ore Grade (%Cu),0.95,0.82,2021-06-06
MCP,Mines U/C,Ore Production,38.6,29.8,2021-06-06
MCP,Mines U/C,MIC Production,1280.0,1020.0,2021-06-06
MCP,Mines U/C,Ore Grade (%Cu),0.95,0.88,2021-06-07
MCP,Mines U/C,Ore Production,38.6,30.12,2021-06-07
MCP,Mines U/C,MIC Production,1280.0,1008.0,2021-06-07
MCP,Mines U/C,Ore Grade (%Cu),0.95,0.87,2021-06-08
MCP,Mines U/C,Ore Production,38.6,29.9,2021-06-08
MCP,Mines U/C,MIC Production,1280.0,1103.0,2021-06-08
MCP,Mines U/C,Ore Grade (%Cu),0.95,0.89,2021-06-10
